,Betreuungsbezirk Nr,Betreuungsbezirk,Einrichtungsnummer,Einrichtungsname,Einrichtungsadresse,PLZ,Telefon,Plätze,Einrichtungsart,Trägernummer,Trägername,Trägerart,FullAddress,Unnamed: 0,long,lat
406,02,Friedrichshain-Kreuzberg,2050710,Ev. Kita Sonnenblume,Niemannstr. 001,10245,26948055,110.0,Kindertagesstätte,5425.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,Niemannstr. 001 10245 Berlin,394,13.4600277,52.5064754
407,02,Friedrichshain-Kreuzberg,2050720,EKT Integrative Kinderbetreuung NIDO,Jungstr. 015-017,10247,2911646,30.0,Eltern-Initiativ-Kindertagesstätte,755.0,Integrative Kinderbetreuung NIDO e.V.,Elterninitiativ-Kinderladen,Jungstr. 015-017 10247 Berlin,395,13.4660491,52.5116587
408,02,Friedrichshain-Kreuzberg,2050800,BOOT-Kita Farbenland,Koppenstr. 015,10243,2965462,240.0,Kindertagesstätte,1277.0,Gemeinnützige BOOT GmbH,Sonstiger freier Träger,Koppenstr. 015 10243 Berlin,396,13.4348153,52.5138884
409,02,Friedrichshain-Kreuzberg,2050910,EKT - Kinderbüro,Scharnweberstr. 033,10247,2926120,20.0,Eltern-Initiativ-Kindertagesstätte,722.0,KINDERBÜRO e.V.,Elterninitiativ-Kinderladen,Scharnweberstr. 033 10247 Berlin,397,13.4626335,52.5131592
410,02,Friedrichshain-Kreuzberg,2050920,Kita hör-Höchste,Höchste Str. 011,10249,84712972,229.0,Kindertagesstätte,8867.0,INDEPENDENT LIVING Stiftung BT Kindertagesstätten für Berlin,Sonstiger freier Träger,Höchste Str. 011 10249 Berlin,398,13.4276726,52.5250798
411,02,Friedrichshain-Kreuzberg,2050930,Kita Müggelstraße,Müggelstr. 019B,10247,44383581,73.0,Kindertagesstätte,1202.0,Pfefferwerk Stadtkultur gGmbH,Sonstiger freier Träger,Müggelstr. 019B 10247 Berlin,399,13.4688448,52.50985799999999
412,02,Friedrichshain-Kreuzberg,2050950,Ev. Kita Regenbogenfisch,Scharnweberstr. 061,10247,291 12 72,75.0,Kindertagesstätte,5425.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,Scharnweberstr. 061 10247 Berlin,400,13.4748129,52.5119242
413,02,Friedrichshain-Kreuzberg,2050960,EKT - LUNA,Simon-Dach-Str. 025,10245,25768118,20.0,Eltern-Initiativ-Kindertagesstätte,1404.0,Kinderladen Luna e. V.,Elterninitiativ-Kinderladen,Simon-Dach-Str. 025 10245 Berlin,401,13.4556911,52.5080494
414,02,Friedrichshain-Kreuzberg,2050970,EKT - Kleine Fische,Ebertystr. 007,10249,0170 8454509,25.0,Eltern-Initiativ-Kindertagesstätte,1412.0,Kleine Fische e.V.,Elterninitiativ-Kinderladen,Ebertystr. 007 10249 Berlin,402,13.4516477,52.5259718
415,02,Friedrichshain-Kreuzberg,2050980,EKT JAMSAPALPIM,Am Rudolfplatz 005,10245,017643543331,20.0,Eltern-Initiativ-Kindertagesstätte,7364.0,JAMSAPALPIM e.V.,Elterninitiativ-Kinderladen,Am Rudolfplatz 005 10245 Berlin,403,13.4554963,52.5027009
416,02,Friedrichshain-Kreuzberg,2051010,EKT Elfenwelt,Gryphiusstr. 025,10245,67511192,20.0,Eltern-Initiativ-Kindertagesstätte,7404.0,Elfenwelt e.V.,Elterninitiativ-Kinderladen,Gryphiusstr. 025 10245 Berlin,404,13.4635916,52.5086539
417,02,Friedrichshain-Kreuzberg,2051020,Kita Mühsamstraße 73,Mühsamstr. 073,10249,03028707878,23.0,Eltern-Initiativ-Kindertagesstätte,7430.0,Salabanda gemeinnützige Gesellschaft mit beschränkter Haftung (Salabanda gGmbH),Sonstiger freier Träger,Mühsamstr. 073 10249 Berlin,405,13.4543378,52.5211096
418,02,Friedrichshain-Kreuzberg,2051030,Kita Hopsemops,Karl-Marx-Allee 124,10243,030 7658 3688,30.0,Kindertagesstätte,8513.0,Hopsemops gGmbH,Sonstiger freier Träger,Karl-Marx-Allee 124 10243 Berlin,406,13.4484408,52.5161367
419,02,Friedrichshain-Kreuzberg,2051040,Kita Miki,Gubener Str. 058,10243,99192979,30.0,Kindertagesstätte,7437.0,Mit Kindern. Begegnung - Kultur - Bildung e.V.,Sonstiger freier Träger,Gubener Str. 058 10243 Berlin,407,13.4462767,52.51488370000001
420,02,Friedrichshain-Kreuzberg,2051050,Kreativitätskindertagesstätte Allesforscher,Strausberger Str. 038,10243,74779251,54.0,Kindertagesstätte,7520.0,Kreativitätsschulzentrum Berlin gGmbH,Sonstiger freier Träger,Strausberger Str. 038 10243 Berlin,408,13.431667,52.52119769999999
421,02,Friedrichshain-Kreuzberg,2051060,Kita Nella Propella,Seumestr. 031,10245,88949514,28.0,Kindertagesstätte,8806.0,Lebensnah Kitas gGmbH,Sonstiger freier Träger,Seumestr. 031 10245 Berlin,409,13.460688,52.5076526
422,02,Friedrichshain-Kreuzberg,2051070,Kindergarten Friedrichshainer Pünktchen,Warschauer Str. 079,10243,53 06 99 50,25.0,Eltern-Initiativ-Kindertagesstätte,7876.0,planned child gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,Warschauer Str. 079 10243 Berlin,410,13.4532169,52.51344479999999
423,02,Friedrichshain-Kreuzberg,2051080,Die schlauen Mäuschen,Eckertstr. 017,10249,017621429167,30.0,Kindertagesstätte,7508.0,Die schlauen Mäuschen gemeinnützige GmbH,Sonstiger freier Träger,Eckertstr. 017 10249 Berlin,411,13.4504314,52.51887079999999
424,02,Friedrichshain-Kreuzberg,2051090,Kita Till Eulenspiegel-Kette,Gryphiusstr. 021,10245,75453167,20.0,Kindertagesstätte,1259.0,"Eltern - Kinder - Schüler - Gruppe ""Till Eulenspiegel Kette"" e.V.",Sonstiger freier Träger,Gryphiusstr. 021 10245 Berlin,412,13.4640399,52.5093414
425,02,Friedrichshain-Kreuzberg,2051100,Kita Leonardo,Kleine Markusstr. 009,10243,20095270,130.0,Kindertagesstätte,156.0,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,Arbeiterwohlfahrt,Kleine Markusstr. 009 10243 Berlin,413,13.4275207,52.5145299
426,02,Friedrichshain-Kreuzberg,2051120,Kita Sterntaler,Gubener Str. 001A,10243,63379208,38.0,Kindertagesstätte,8018.0,DAS HAUS - Begegnungsstätte für Kindheit e. V.,Sonstiger freier Träger,Gubener Str. 001A 10243 Berlin,414,13.4449957,52.51543729999999
427,02,Friedrichshain-Kreuzberg,2051150,Kita der Friedrichshainer Zwerge,Revaler Str. 010,10245,24323648,45.0,Kindertagesstätte,7567.0,Friedrichshainer Zwerge e. V.,Sonstiger freier Träger,Revaler Str. 010 10245 Berlin,415,13.4535521,52.5081081
428,02,Friedrichshain-Kreuzberg,2051160,Kita der Bildungsgarten,Gubener Str. 046(Erdgeschoss),10243,017684151952,27.0,Kindertagesstätte,7801.0,Montessori-Stiftung Berlin (MSB),Sonstiger freier Träger,Gubener Str. 046(Erdgeschoss) 10243 Berlin,416,13.4485449,52.5119124
429,02,Friedrichshain-Kreuzberg,2051190,Humanistische Kita Bahrfeldtstraße,Bahrfeldtstr. 009- 10,10245,21237415,120.0,Kindertagesstätte,1230.0,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Sonstiger freier Träger,Bahrfeldtstr. 009- 10 10245 Berlin,417,13.471578,52.4949757
430,02,Friedrichshain-Kreuzberg,2051210,KiLa Rumpelbande,Schreinerstr. 062,10247,017637468882,22.0,Eltern-Initiativ-Kindertagesstätte,7749.0,Rumpelbande e. V.,Sonstiger freier Träger,Schreinerstr. 062 10247 Berlin,418,13.4625789,52.5178665
431,02,Friedrichshain-Kreuzberg,2051220,Kinderladen Klein im Hain,Modersohnstr. 058,10245,0152-34555551,25.0,Kindertagesstätte,7364.0,JAMSAPALPIM e.V.,Elterninitiativ-Kinderladen,Modersohnstr. 058 10245 Berlin,419,13.4563008,52.502148
432,02,Friedrichshain-Kreuzberg,2051230,Kita Blumenkinder,Andreasstr. 051,10243,28472144,40.0,Kindertagesstätte,564.0,TÄKS e. V.,Sonstiger freier Träger,Andreasstr. 051 10243 Berlin,420,13.4327296,52.5172496
433,02,Friedrichshain-Kreuzberg,2051240,Kita Spieltraum,Kinzigstr. 011,10247,76583689,23.0,Kindertagesstätte,7792.0,Spieltraum gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,Kinzigstr. 011 10247 Berlin,421,13.466412,52.5142386
434,02,Friedrichshain-Kreuzberg,2051250,Musik - Kita KLIMPERKISTE,Bänschstr. 052,10247,48622703,22.0,Kindertagesstätte,8118.0,"Musik-Kita ""KLIMPERKISTE"" UG (haftungsbeschränkt)",Sonstiger freier Träger,Bänschstr. 052 10247 Berlin,422,13.465243,52.51797639999999
435,02,Friedrichshain-Kreuzberg,2051260,Kinderladen Rock'n'Roll Zwerge,Rigaer Str. 014,10247,0173 7953389,22.0,Eltern-Initiativ-Kindertagesstätte,7844.0,Rock'n'Roll Zwerge e. V.,Sonstiger freier Träger,Rigaer Str. 014 10247 Berlin,423,13.457827,52.5176807
436,02,Friedrichshain-Kreuzberg,2051270,Kita der Bildungsraum,Gubener Str. 046(Dachgeschoss),10243,017684151952,22.0,Kindertagesstätte,7801.0,Montessori-Stiftung Berlin (MSB),Sonstiger freier Träger,Gubener Str. 046(Dachgeschoss) 10243 Berlin,424,13.4485449,52.5119124
437,02,Friedrichshain-Kreuzberg,2051290,KiLa PeTiTaTu,Seumestr. 013/13 A,10245,54489161,37.0,Kindertagesstätte,636.0,Frecher Spatz e.V.,Elterninitiativ-Kinderladen,Seumestr. 013/13 A 10245 Berlin,425,13.4622866,52.5101502
438,02,Friedrichshain-Kreuzberg,2051300,Kita IGELBANDE,Landsberger Allee 057,10249,41724995,25.0,Kindertagesstätte,1319.0,Kinderhaus Berlin - Mark Brandenburg e. V.,Sonstiger freier Träger,Landsberger Allee 057 10249 Berlin,426,13.4430629,52.5254224
439,02,Friedrichshain-Kreuzberg,2051320,Kita Bänschstraße 24,Bänschstr. 024,10247,26347401,25.0,Kindertagesstätte,7430.0,Salabanda gemeinnützige Gesellschaft mit beschränkter Haftung (Salabanda gGmbH),Sonstiger freier Träger,Bänschstr. 024 10247 Berlin,427,13.4615567,52.5188478
440,02,Friedrichshain-Kreuzberg,2051330,"junior 1, Kita Kopernikushof",Kopernikusstr. 032,10243,54465688,22.0,Kindertagesstätte,8001.0,Junior JOEL Kopernikushof gUG,Sonstiger freier Träger,Kopernikusstr. 032 10243 Berlin,428,13.450664,52.5109451
441,02,Friedrichshain-Kreuzberg,2051340,Kita Marchlewskistraße,Marchlewskistr. 050,10243,97003750,25.0,Kindertagesstätte,8018.0,DAS HAUS - Begegnungsstätte für Kindheit e. V.,Sonstiger freier Träger,Marchlewskistr. 050 10243 Berlin,429,13.4448031,52.5129549
442,02,Friedrichshain-Kreuzberg,2051350,Kita Playground,Gubener Str. 049,10243,030 – 54 71 94 22,17.0,Kindertagesstätte,1401.0,Playground gGmbH,Sonstiger freier Träger,Gubener Str. 049 10243 Berlin,430,13.4481435,52.51245710000001
443,02,Friedrichshain-Kreuzberg,2051370,Kinderladen Mumpelmonster,Voigtstr. 026,10247,030 20051580,17.0,Eltern-Initiativ-Kindertagesstätte,8054.0,Kleine Spielgesellschaft gGmbH,Sonstiger freier Träger,Voigtstr. 026 10247 Berlin,431,13.4693314,52.5193277
444,02,Friedrichshain-Kreuzberg,2051380,Kita Scharnweberstraße,Scharnweberstr. 023,10247,20050926,50.0,Kindertagesstätte,7659.0,oXxymoron GmbH,Sonstiger freier Träger,Scharnweberstr. 023 10247 Berlin,432,13.4648671,52.5129175
445,02,Friedrichshain-Kreuzberg,2051390,Montessorikinderhaus Olivo,Lenbachstr. 002,10245,52137735,20.0,Eltern-Initiativ-Kindertagesstätte,8063.0,Friedliche Nation e. V.,Sonstiger freier Träger,Lenbachstr. 002 10245 Berlin,433,13.4680312,52.50652230000001
